"ID","Name","Component","CA","CCO","CE","CEE","CEG","CI","CLLOC","CR","CV","NCR","Clone Metric Rules"
"C106","0~CloneClass","L103","1","4","75","7.89474","0.586667","2","11","4.63158","1","0.0526316","0"
"C110","3~CloneClass","L103","1","6","11","2.31579","6.54545","2","12","15.1579","1","0.105263","0"
"C111","6~CloneClass","L103","1","8","28","5.89474","3.42857","2","12","20.2105","1","0.105263","0"
"C120","9~CloneClass","L103","1","2","59","12.4211","0.338983","2","10","4.21053","1","0.105263","0"
"C161","12~CloneClass","L103","1","6","37","3.89474","1.62162","2","10","6.31579","1","0.0526316","0"
"C199","15~CloneClass","L103","1","2","131","13.7895","0.183206","2","12","2.52632","1","0.0526316","1"
"C211","18~CloneClass","L103","1","6","89","18.7368","1.04494","2","15.5","19.5789","1","0.105263","0"
"C218","21~CloneClass","L103","1","4","57","6","0.842105","2","12","5.05263","1","0.0526316","0"
"C225","24~CloneClass","L103","1","9","130","41.0526","0.992308","3","14.3333","40.7368","1","0.105263","2"
"C231","28~CloneClass","L103","1","6","21","11.0526","3.14286","2","11","34.7368","1","0.263158","1"
"C233","31~CloneClass","L103","1","12","7","1.10526","17.1429","3","10","18.9474","1","0.0526316","2"
"C235","35~CloneClass","L103","1","8","27","5.68421","3.55556","2","12","20.2105","1","0.105263","0"
"C249","38~CloneClass","L103","1","12","81","42.6316","2.96296","2","20","126.316","1","0.263158","2"
"C250","41~CloneClass","L103","1","4","107","22.5263","0.448598","2","12","10.1053","1","0.105263","1"
"C254","44~CloneClass","L103","1","8","61","12.8421","2.7541","2","21","35.3684","1","0.105263","0"
"C255","47~CloneClass","L103","1","9","88","27.7895","1.46591","3","14.3333","40.7368","1","0.105263","1"
"C256","51~CloneClass","L103","1","12","59","6.21053","5.08475","2","25","31.5789","1","0.0526316","1"
"C257","54~CloneClass","L103","1","9","88","23.1579","1.43182","3","14","33.1579","1","0.0877193","1"
"C284","58~CloneClass","L103","1","6","37","21.4211","1.67568","3","10.3333","35.8947","1","0.192982","2"
"C303","62~CloneClass","L103","1","2","15","1.57895","1.46667","2","11","2.31579","1","0.0526316","0"
"C306","65~CloneClass","L103","1","2","24","2.52632","0.875","2","10.5","2.21053","1","0.0526316","0"
"C310","68~CloneClass","L103","1","2","19","2","1.26316","2","12","2.52632","1","0.0526316","0"
"C311","71~CloneClass","L103","1","2","21","2.21053","1.04762","2","11","2.31579","1","0.0526316","0"
"C384","74~CloneClass","L103","1","12","148","23.3684","1.7027","3","21","39.7895","1","0.0526316","3"
"C385","78~CloneClass","L103","1","12","181","38.1053","0.928177","4","14","35.3684","1","0.0526316","3"
"C419","83~CloneClass","L103","1","4","57","6","0.912281","2","13","5.47368","1","0.0526316","0"
"C430","86~CloneClass","L103","1","6","20","2.10526","3.9","2","13","8.21053","1","0.0526316","0"
"C435","89~CloneClass","L103","1","4","139","29.2632","0.388489","2","13.5","11.3684","1","0.105263","1"
"C446","92~CloneClass","L103","1","4","69","14.5263","0.724638","2","12.5","10.5263","1","0.105263","0"
"C459","95~CloneClass","L103","1","12","57","24","2.10526","3","10","50.5263","1","0.140351","2"
"C465","99~CloneClass","L103","1","9","26","4.10526","3.80769","3","11","15.6316","1","0.0526316","1"
"C469","103~CloneClass","L103","1","8","31","3.26316","3.6129","2","14","11.7895","1","0.0526316","0"
"C483","106~CloneClass","L103","1","8","87","9.1579","1.37931","2","15","12.6316","1","0.0526316","0"
"C484","109~CloneClass","L103","1","9","124","19.5789","0.725806","3","10","14.2105","1","0.0526316","2"
"C486","113~CloneClass","L103","1","10","103","10.8421","2.62136","2","27","28.4211","1","0.0526316","1"
"C487","116~CloneClass","L103","1","12","142","22.4211","1.69014","3","20","37.8947","1","0.0526316","3"
"C488","120~CloneClass","L103","1","15","216","56.8421","0.902778","5","13","51.3158","1","0.0526316","3"
"C491","126~CloneClass","L103","1","6","91","19.1579","1.12088","2","17","21.4737","1","0.105263","0"
"C494","129~CloneClass","L103","1","6","175","46.0526","0.342857","3","10","15.7895","1","0.0877193","2"
"C495","133~CloneClass","L103","1","12","61","6.42105","5.11475","2","26","32.8421","1","0.0526316","1"
"C496","136~CloneClass","L103","1","10","57","6","3.50877","2","20","21.0526","1","0.0526316","0"
"C497","139~CloneClass","L103","1","12","82","12.9474","2.19512","3","15","28.4211","1","0.0526316","2"
"C498","143~CloneClass","L103","1","15","131","34.4737","1.14504","5","10","39.4737","1","0.0526316","3"
"C500","149~CloneClass","L103","1","12","28","4.42105","4.71429","3","11","20.8421","1","0.0526316","2"
"C516","153~CloneClass","L103","1","12","9","0.947368","36","2","27","34.1053","1","0.0526316","1"
"C526","156~CloneClass","L103","1","4","41","4.31579","0.97561","2","10","4.21053","1","0.0526316","0"
"C533","159~CloneClass","L103","1","4","51","5.36842","0.901961","2","11.5","4.84211","1","0.0526316","0"
"C534","162~CloneClass","L103","1","6","25","2.63158","3.12","2","13","8.21053","1","0.0526316","0"
"C547","165~CloneClass","L103","1","12","43","4.52632","6.69767","2","24","30.3158","1","0.0526316","1"
"C548","168~CloneClass","L103","1","10","35","3.68421","5.42857","2","19","20","1","0.0526316","0"
"C549","171~CloneClass","L103","1","12","40","6.31579","4.2","3","14","26.5263","1","0.0526316","2"
"C567","175~CloneClass","L103","1","8","11","1.15789","8","2","11","9.26316","1","0.0526316","0"
"C568","178~CloneClass","L103","1","4","76","16","0.789474","2","15","12.6316","1","0.105263","0"
"C572","181~CloneClass","L103","1","6","23","4.84211","2.6087","2","10","12.6316","1","0.105263","0"
"C574","184~CloneClass","L103","1","9","145","45.7895","1.48966","3","24","68.2105","1","0.105263","2"
"C575","188~CloneClass","L103","1","8","142","59.7895","0.915493","4","16.25","54.7368","1","0.105263","2"
"C600","193~CloneClass","L103","1","6","85","8.94737","0.847059","2","12","7.57895","1","0.0526316","0"
"C616","196~CloneClass","L103","1","10","9","1.89474","13.3333","2","12","25.2632","1","0.105263","0"
"C617","199~CloneClass","L103","1","15","13","6.84211","12.6923","3","11","86.8421","1","0.175439","3"
"C628","203~CloneClass","L103","1","9","58","18.3158","2.32759","3","15","42.6316","1","0.105263","1"
"C632","207~CloneClass","L103","1","6","76","16","2.21053","2","28","35.3684","1","0.105263","0"
"C645","210~CloneClass","L103","1","6","27","11.3684","2.22222","2","10","25.2632","1","0.210526","1"
"C666","213~CloneClass","L103","1","4","11","1.15789","3.63636","2","10","4.21053","1","0.0526316","0"
"C686","216~CloneClass","L103","1","6","41","8.63158","2.63415","2","18","22.7368","1","0.105263","0"
"C703","219~CloneClass","L103","1","6","67","35.2632","1.34328","2","15","47.3684","1","0.263158","1"
"C707","222~CloneClass","L103","1","6","45","4.73684","1.33333","2","10","6.31579","1","0.0526316","0"
"C720","225~CloneClass","L103","1","8","47","4.94737","2.55319","2","15","12.6316","1","0.0526316","0"
"C721","228~CloneClass","L103","1","9","52","8.21053","1.73077","3","10","14.2105","1","0.0526316","1"
"C722","232~CloneClass","L103","1","6","41","8.63158","1.60976","2","11","13.8947","1","0.105263","0"
"C723","235~CloneClass","L103","1","8","8","2.52632","11","2","11","27.7895","1","0.157895","1"
"C726","238~CloneClass","L103","1","8","43","22.6316","2.04651","2","11","46.3158","1","0.263158","1"
"C734","241~CloneClass","L103","1","24","45","34.7368","10.4","4","19.5","361.263","1","0.192982","3"
"C742","246~CloneClass","L103","1","10","55","11.5789","3.36364","2","18.5","38.9474","1","0.105263","0"
"C745","249~CloneClass","L103","1","6","45","9.47368","1.4","2","10.5","13.2632","1","0.105263","0"
"C748","252~CloneClass","L103","1","8","25","2.63158","4.8","2","15","12.6316","1","0.0526316","0"
"C749","255~CloneClass","L103","1","8","33","17.3684","3.0303","2","12.5","52.6316","1","0.263158","1"
"C750","258~CloneClass","L103","1","2","29","3.05263","1.03448","2","15","3.15789","1","0.0526316","0"
"C752","261~CloneClass","L103","1","4","107","22.5263","0.411215","2","11","9.26316","1","0.105263","1"
"C753","264~CloneClass","L103","1","10","150","31.5789","3.53333","2","53","111.579","1","0.105263","2"
"C754","267~CloneClass","L103","1","4","143","30.1053","0.391608","2","14","11.7895","1","0.105263","1"
"C757","270~CloneClass","L103","1","6","21","2.21053","3.14286","2","11","6.94737","1","0.0526316","0"
"C758","273~CloneClass","L103","1","8","13","1.36842","9.23077","2","15","12.6316","1","0.0526316","0"
"C760","276~CloneClass","L103","1","6","7","1.47368","9.42857","2","11","13.8947","1","0.105263","0"
"C768","279~CloneClass","L103","1","6","49","5.15789","1.22449","2","10","6.31579","1","0.0526316","0"
"C772","282~CloneClass","L103","1","4","27","5.68421","1.77778","2","12","10.1053","1","0.105263","0"
"C789","285~CloneClass","L103","1","12","97","46.9684","1.36082","6","11","63.9158","1","0.0807018","2"
"C793","292~CloneClass","L103","1","8","91","9.57895","0.967033","2","11","9.26316","1","0.0526316","0"
"C798","295~CloneClass","L103","1","8","9","0.947368","15.1111","2","17","14.3158","1","0.0526316","0"
"C801","298~CloneClass","L103","1","9","13","2.05263","7.61538","3","11","15.6316","1","0.0526316","1"
"C803","302~CloneClass","L103","1","4","5","1.05263","9.6","2","12","10.1053","1","0.105263","0"
"C806","305~CloneClass","L103","1","3","40","12.6316","1.2","3","16","15.1579","1","0.105263","1"
"C811","309~CloneClass","L103","1","14","59","6.21053","8.0678","2","34","50.1053","1","0.0526316","2"
"C814","312~CloneClass","L103","1","56","12","6.31579","639.333","2","137","4037.89","1","0.263158","3"
"C819","315~CloneClass","L103","1","6","33","6.94737","3.45455","2","19","24","1","0.105263","0"
"C820","318~CloneClass","L103","1","12","13","2.05263","16.9231","3","18.3333","34.7368","1","0.0526316","2"
"C824","322~CloneClass","L103","1","2","33","3.47368","0.666667","2","11","2.31579","1","0.0526316","0"
"C827","325~CloneClass","L103","1","12","32","6.73684","4.125","4","11","27.7895","1","0.0526316","2"
"C828","330~CloneClass","L103","1","6","17","1.78947","4.58824","2","13","8.21053","1","0.0526316","0"
"C834","333~CloneClass","L103","1","33","104","60.2105","3.80769","11","12","229.263","1","0.0526316","3"
"C837","345~CloneClass","L103","1","6","7","2.21053","9.71429","3","11.3333","21.4737","1","0.105263","1"
"C840","349~CloneClass","L103","1","4","5","1.05263","8.8","2","11","9.26316","1","0.105263","0"
"C841","352~CloneClass","L103","1","10","11","5.78947","14.5455","2","16","84.2105","1","0.263158","1"
"C842","355~CloneClass","L103","1","4","16","1.68421","2.5","2","10","4.21053","1","0.0526316","0"
"C843","358~CloneClass","L103","1","4","195","20.5263","0.205128","2","10","4.21053","1","0.0526316","1"
"C846","361~CloneClass","L103","1","6","41","8.63158","2.19512","2","15","18.9474","1","0.105263","0"
"C867","364~CloneClass","L103","1","12","267","93.6842","0.764045","4","17","71.5789","1","0.0877193","3"
"C868","369~CloneClass","L103","1","6","203","53.4211","0.295566","3","10","15.7895","1","0.0877193","2"
