"ID","Name","Parent","Component","Path","Line","Column","EndLine","EndColumn","CA","CCO","CE","CLLOC","CV","Clone Metric Rules"
"C3016","356~CloneInstance","C842","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","203","5","212","6","1","2","9","10","1","0"
"C3017","357~CloneInstance","C842","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","227","5","236","6","1","2","6","10","1","0"
"C3015","354~CloneInstance","C841","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DefaultLogger.java","184","5","200","6","1","5","7","17","1","0"
"C2104","150~CloneInstance","C500","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","252","9","262","10","1","4","9","11","1","0"
"C2923","310~CloneInstance","C811","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","229","9","262","10","1","7","9","34","1","1"
"C1499","60~CloneInstance","C284","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","370","13","379","32","1","2","12","10","1","0"
"C2105","151~CloneInstance","C500","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","314","9","324","10","1","4","9","11","1","0"
"C2106","152~CloneInstance","C500","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","341","9","351","10","1","4","9","11","1","0"
"C2924","311~CloneInstance","C811","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","291","9","324","10","1","7","49","34","1","1"
"C1500","61~CloneInstance","C284","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","509","13","518","32","1","2","12","10","1","0"
"C2724","244~CloneInstance","C734","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","462","9","478","10","1","6","11","17","1","0"
"C2725","245~CloneInstance","C734","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","481","9","497","10","1","6","11","17","1","0"
"C2930","314~CloneInstance","C814","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","426","5","548","6","1","28","9","123","1","2"
"C2781","274~CloneInstance","C758","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","599","5","613","6","1","4","6","15","1","0"
"C2782","275~CloneInstance","C758","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","626","5","640","6","1","4","6","15","1","0"
"C2651","220~CloneInstance","C703","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","661","9","675","41","1","3","11","15","1","0"
"C1377","39~CloneInstance","C249","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","746","16","765","14","1","6","28","20","1","0"
"C2702","239~CloneInstance","C726","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","765","20","775","14","1","4","11","11","1","0"
"C2760","257~CloneInstance","C749","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\DirectoryScanner.java","946","5","957","6","1","4","7","12","1","0"
"C1340","32~CloneInstance","C233","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\IntrospectionHelper.java","228","11","237","10","1","4","2","10","1","0"
"C1341","33~CloneInstance","C233","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\IntrospectionHelper.java","251","11","260","10","1","4","2","10","1","0"
"C1342","34~CloneInstance","C233","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\IntrospectionHelper.java","279","11","288","10","1","4","2","10","1","0"
"C3018","359~CloneInstance","C843","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\IntrospectionHelper.java","294","5","303","6","1","2","175","10","1","1"
"C3019","360~CloneInstance","C843","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\IntrospectionHelper.java","308","5","317","6","1","2","19","10","1","0"
"C1337","30~CloneInstance","C231","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\Main.java","424","9","434","10","1","3","6","11","1","0"
"C2152","154~CloneInstance","C516","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\Project.java","147","9","173","10","1","6","4","27","1","0"
"C2153","155~CloneInstance","C516","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\Project.java","175","9","201","10","1","6","4","27","1","0"
"C1408","52~CloneInstance","C256","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","108","9","132","10","1","6","29","25","1","0"
"C1409","53~CloneInstance","C256","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","136","9","160","10","1","6","29","25","1","0"
"C2090","134~CloneInstance","C495","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","108","9","133","72","1","6","30","26","1","0"
"C2091","135~CloneInstance","C495","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","141","9","166","83","1","6","30","26","1","0"
"C2092","137~CloneInstance","C496","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","108","9","127","10","1","5","28","20","1","0"
"C2093","138~CloneInstance","C496","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","136","9","155","10","1","5","28","20","1","0"
"C2094","140~CloneInstance","C497","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","108","9","122","10","1","4","27","15","1","0"
"C2095","141~CloneInstance","C497","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","136","9","150","10","1","4","27","15","1","0"
"C2096","142~CloneInstance","C497","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","151","9","165","10","1","4","27","15","1","0"
"C2097","144~CloneInstance","C498","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","108","9","117","10","1","3","26","10","1","0"
"C2098","145~CloneInstance","C498","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","118","9","127","10","1","3","26","10","1","0"
"C2099","146~CloneInstance","C498","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","136","9","145","10","1","3","26","10","1","0"
"C2100","147~CloneInstance","C498","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","146","9","155","10","1","3","26","10","1","0"
"C2101","148~CloneInstance","C498","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","156","9","165","10","1","3","26","10","1","0"
"C1299","22~CloneInstance","C218","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","189","9","200","40","1","2","28","12","1","0"
"C1788","75~CloneInstance","C384","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","281","9","301","10","1","4","49","21","1","0"
"C1789","76~CloneInstance","C384","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","302","9","322","10","1","4","49","21","1","0"
"C1790","77~CloneInstance","C384","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","336","9","356","10","1","4","49","21","1","0"
"C1791","79~CloneInstance","C385","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","281","9","294","10","1","3","45","14","1","0"
"C1792","80~CloneInstance","C385","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","295","9","308","10","1","3","45","14","1","0"
"C1793","81~CloneInstance","C385","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","309","9","322","10","1","3","45","14","1","0"
"C1794","82~CloneInstance","C385","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","336","9","349","10","1","3","45","14","1","0"
"C2047","107~CloneInstance","C483","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","251","9","265","10","1","4","43","15","1","0"
"C2048","108~CloneInstance","C483","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","266","9","280","10","1","4","43","15","1","0"
"C2049","110~CloneInstance","C484","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","251","9","260","10","1","3","41","10","1","0"
"C2050","111~CloneInstance","C484","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","261","9","270","10","1","3","41","10","1","0"
"C2051","112~CloneInstance","C484","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","271","9","280","10","1","3","41","10","1","0"
"C2058","114~CloneInstance","C486","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","282","9","308","10","1","5","51","27","1","0"
"C2059","115~CloneInstance","C486","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","330","9","356","10","1","5","51","27","1","0"
"C2060","117~CloneInstance","C487","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","282","9","301","10","1","4","47","20","1","0"
"C2061","118~CloneInstance","C487","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","303","9","322","10","1","4","47","20","1","0"
"C2062","119~CloneInstance","C487","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","330","9","349","10","1","4","47","20","1","0"
"C2063","121~CloneInstance","C488","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","282","9","294","10","1","3","43","13","1","0"
"C2064","122~CloneInstance","C488","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","296","9","308","10","1","3","43","13","1","0"
"C2065","123~CloneInstance","C488","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","310","9","322","10","1","3","43","13","1","0"
"C2066","124~CloneInstance","C488","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","330","9","342","10","1","3","43","13","1","0"
"C2067","125~CloneInstance","C488","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","344","9","356","10","1","3","43","13","1","0"
"C1300","23~CloneInstance","C218","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\testcases\org\apache\tools\ant\IntrospectionHelperTest.java","370","9","381","40","1","2","28","12","1","0"
"C2779","271~CloneInstance","C757","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\ProjectHelper.java","486","9","496","10","1","3","11","11","1","0"
"C2780","272~CloneInstance","C757","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\ProjectHelper.java","552","9","562","10","1","3","9","11","1","0"
"C1344","36~CloneInstance","C235","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Copy.java","349","13","360","14","1","4","13","12","1","0"
"C2746","248~CloneInstance","C742","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Copydir.java","99","9","117","10","1","5","27","19","1","0"
"C2745","247~CloneInstance","C742","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Copyfile.java","93","9","110","10","1","5","27","18","1","0"
"C1983","97~CloneInstance","C459","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Cvs.java","124","9","133","10","1","4","16","10","1","0"
"C2411","197~CloneInstance","C616","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Cvs.java","184","19","195","10","1","5","4","12","1","0"
"C2414","201~CloneInstance","C617","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Cvs.java","185","13","194","14","1","5","4","10","1","0"
"C2661","223~CloneInstance","C707","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Cvs.java","149","13","158","14","1","3","22","10","1","0"
"C2662","224~CloneInstance","C707","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Cvs.java","159","13","168","14","1","3","22","10","1","0"
"C2380","194~CloneInstance","C600","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\ExecuteOn.java","148","21","159","22","1","3","42","12","1","0"
"C2381","195~CloneInstance","C600","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\ExecuteOn.java","164","25","175","26","1","3","42","12","1","0"
"C2605","218~CloneInstance","C686","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Expand.java","122","21","139","22","1","3","15","18","1","0"
"C2894","299~CloneInstance","C801","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\FixCRLF.java","146","5","156","6","1","3","4","11","1","0"
"C2895","300~CloneInstance","C801","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\FixCRLF.java","168","5","178","6","1","3","4","11","1","0"
"C2896","301~CloneInstance","C801","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\FixCRLF.java","203","5","213","6","1","3","4","11","1","0"
"C1915","87~CloneInstance","C430","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GenerateKey.java","266","9","278","10","1","3","10","13","1","0"
"C1916","88~CloneInstance","C430","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GenerateKey.java","305","9","317","10","1","3","9","13","1","0"
"C1995","100~CloneInstance","C465","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GenerateKey.java","268","9","278","10","1","3","9","11","1","0"
"C1996","101~CloneInstance","C465","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GenerateKey.java","280","9","290","10","1","3","8","11","1","0"
"C1997","102~CloneInstance","C465","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GenerateKey.java","307","9","317","10","1","3","8","11","1","0"
"C2412","198~CloneInstance","C616","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GUnzip.java","129","23","140","14","1","5","4","12","1","0"
"C2415","202~CloneInstance","C617","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GUnzip.java","130","17","139","18","1","5","4","10","1","0"
"C921","7~CloneInstance","C111","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\GZip.java","103","11","114","10","1","4","11","12","1","0"
"C2816","284~CloneInstance","C772","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Jar.java","84","5","95","6","1","2","13","12","1","0"
"C2941","317~CloneInstance","C819","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\taskdefs\Jar.java","114","5","132","6","1","3","18","19","1","0"
